index,question,classification,intent,sentence_length,num_arabic_stopwords,repeated_words,num_special_chars,num_repeated_words
4644,التقنيات المستخدمة حذاء رياضي أديداس ألترا بوست لتوفير الراحة والدعم,complex,product_specifications,13,3,{},1,0
4645,أرغب معرفة تفاصيل سعة ثلاجة إل جي الذكية وميزات التبريد الخاصة,complex,product_specifications,13,1,{},1,0
4646,مواصفات جهاز إكس بوكس سيريس قوة المعالجة ومساحة التخزين,complex,product_specifications,14,4,{'إكس': 2},1,1
4647,أريد معرفة مواصفات ساعة أبل واتش ألترا 2 خصوصا ميزات تتبع اللياقة البدنية ومقاومة الماء,complex,product_specifications,15,0,{},3,0
4648,المواد المصنوع الفستان الأسود طريقة العناية,complex,product_specifications,13,6,{'هي': 2},1,1
4649,ممكن تفاصيل قوة شحن باور بانك شاومي وهل يدعم الشحن السريع pd,complex,product_specifications,13,1,{},1,0
4650,برامج الغسيل المتاحة غسالة بوش الأمامية درجة كفاءة الطاقة,complex,product_specifications,14,5,{'هي': 2},1,1
4651,أريد الاشتراك النشرة البريدية,simple,others,5,1,{},1,0
4652,أستفيد نقاط الولاء,simple,others,5,2,{},1,0
4653,لديكم كوبونات خصم,simple,others,4,1,{},1,0
4654,خيارات الدفع المتاحة لعمليات الشراء الكبيرة وهل يمكن استخدام apple pay,complex,others,13,2,{},1,0
4655,أرغب معرفة أقرب فرع مدينة الرياض ساعات عمله خلال شهر رمضان,complex,others,16,5,{'في': 2},1,1
4656,يمكنني التواصل الدعم الفني حال واجهت مشكلة تقنية المنتج,complex,others,13,4,{'مع': 2},1,1
4657,تتوفر خدمة التغليف كهدية لجميع المنتجات وهل عليها رسوم إضافية,complex,others,11,1,{},1,0
4658,شروط استخدام بطاقات الهدايا اشتريتها متجركم,complex,others,10,4,{},1,0
4659,يمكنني استلام الطلبات فروعكم بدلا الشحن للمنزل,complex,others,11,4,{'من': 2},2,1
4660,أرغب تقديم شكوى بخصوص تجربة شراء سيئة لمن أتحدث,complex,others,10,1,{},2,0
4661,الإجراءات المتبعة حال فقدان كلمة المرور لحسابي,complex,others,10,3,{},1,0
4662,تقدمون خدمة تركيب الأجهزة المنزلية الكبيرة الثلاجات والغسالات,complex,others,10,2,{},1,0
4663,أريد معرفة المزيد برنامج الولاء الخاص وكيف يمكنني الانضمام إليه,complex,others,12,2,{},1,0
4664,يوجد حذاء رسمي رجالي باللون البني مقاس 43,complex,search_product,9,1,{},1,0
4665,سعر سماعات الرأس اللاسلكية سوني wh1000xm5,simple,ask_price,8,2,{},2,0
4666,أريد معرفة سعر غسالة أطباق بوش وهل عليها عرض حاليا,complex,ask_price,10,0,{},2,0
4667,الفرق كاميرا نيكون z6 ii وكانون eos r6,simple,compare_products,10,2,{},1,0
4668,أريد مقارنة لاب توب مايكروسوفت سرفيس برو 9 وأبل آيباد 129 الإنتاجية,complex,compare_products,16,3,{'برو': 2},2,1
4669,طلبي رقم 192837 اشتريت ساعة ذكية,complex,ask_about_order,9,3,{},1,0
4670,يمكنني تحديد موعد استلام الشحن لطلبي رقم 234567,complex,ask_shipping,9,1,{},1,0
4671,تكلفة الشحن لمدينة الدمام لطلب يتضمن أجهزة منزلية صغيرة,complex,ask_shipping,11,2,{},1,0
4672,أرغب إرجاع لعبة نينتندو سويتش استلمتها اليوم متاح,complex,ask_return,12,4,{},2,0
4673,يمكنني استبدال حذاء رياضي بمقاس 41 بدلا 42,simple,ask_return,10,2,{},2,0
4674,مدة الضمان جهاز رواتر واي فاي لينك,complex,ask_warranty,13,6,{},1,0
4675,غسالة الأطباق بيكو متوفرة باللون الفضي,complex,product_availability,7,1,{},1,0
4676,سعة بطارية هاتف سامسونج جالاكسي a54,simple,product_specifications,8,2,{},1,0
4677,أرغب معرفة تفاصيل الذاكرة العشوائية ram وسعة التخزين للاب توب آسوس rog zephyrus g14,complex,product_specifications,15,1,{},3,0
4678,يمكنني الحصول فاتورة ضريبية لطلبي,simple,others,7,2,{},1,0
4679,لديكم تطبيق خاص بالمتجر الهواتف الذكية,complex,others,8,2,{},1,0
4680,أبحث فستان سهرة بلون كحلي ومقاس m,complex,search_product,8,1,{},1,0
4681,سعر خلاط كينوود للعصائر,simple,ask_price,5,1,{},1,0
4682,قارن سماعات جي إل فليب 6 وسوني xb33 جودة الصوت وعمر البطارية,complex,compare_products,16,4,{},1,0
4683,أريد معرفة حالة طلبي الأخير يتضمن لاب توب لينوفو,complex,ask_about_order,10,1,{},1,0
4684,يمكنني إلغاء شحن طلب رقم 876543 لمنتج ملابس,complex,ask_shipping,9,1,{},1,0
4685,أريد إرجاع حذاء أديداس استلمته اليوم بسبب خطأ المقاس,complex,ask_return,11,2,{},1,0
4686,تفاصيل الضمان فرن كهربائي بيكو المدمج,complex,ask_warranty,9,3,{},1,0
4687,كاميرا سوني ألفا 7 iii متوفرة المخزون حاليا,simple,product_availability,10,2,{},2,0
4688,مواصفات تلفزيون ال جي oled c3 خصوصا معدل التحديث وتقنيات الصورة,complex,product_specifications,13,2,{},3,0
4689,سياسة الخصومات للعملاء الدائمين,complex,others,6,2,{},1,0
4690,أبحث هاتف سامسونج جالاكسي z فليب 5,simple,search_product,8,1,{},1,0
4691,يتوفر لديكم قميص رجالي ماركة زارا بلون أبيض ومقاس m,complex,search_product,12,2,{},1,0
4692,جهاز بلايستيشن 5 ديجيتال إيديشن,simple,ask_price,6,1,{},1,0
4693,أريد معرفة سعر لاب توب هواوي ميت بوك x برو وهل السعر يشمل ضريبة القيمة المضافة,complex,ask_price,16,0,{},1,0
4694,الفروق سماعة جيمنج رازر كراكن وهايبر اكس كلاود ii,simple,compare_products,12,3,{},1,0
4695,أيهما أفضل لشقة صغيرة غسالة ملابس سامسونج 7 كيلو إل جي 8,complex,compare_products,14,1,{},2,0
4696,سيتم تسليم طلبي رقم 456789 يحتوي أجهزة منزلية,complex,ask_about_order,11,3,{},1,0
4697,يمكنني استلام الطلب رقم 789012 الفرع بدل الشحن,complex,ask_shipping,10,2,{},1,0
4698,الشروط لإرجاع ملابس داخلية اشتريتها عبر الإنترنت,complex,ask_return,9,2,{},1,0
4699,ضمان حذاء رياضي نايكي يشمل عيوب الصناعة,complex,ask_warranty,8,1,{},1,0
4700,تابلت سامسونج جالاكسي تاب s9 متوفر باللون البيج,complex,product_availability,9,1,{},1,0
4701,أريد معرفة نوع المعالج وحجم الشاشة لاب توب مايكروسوفت سرفيس لابتوب 5,complex,product_specifications,13,1,{},1,0
4702,يمكنني دفع فاتورة الكهرباء عبر موقعكم,simple,others,7,1,{},1,0
4703,لديكم قسم خاص لمنتجات الأطفال الرضع,complex,search_product,7,1,{},1,0
4704,الفروقات مكنسة دايسون v10 v11 قوة الشفط وعمر البطارية,complex,compare_products,14,5,{},1,0
4705,أرغب الاستفسار طلبي رقم 987654 يتضمن هاتف أندرويد,complex,ask_about_order,11,3,{},1,0
4706,يوجد شحن مجاني لأي طلب يتجاوز 700 مصري,complex,ask_shipping,10,2,{},1,0
4707,أريد إرجاع فستان السهرة اشتريته ولم يناسبني الإجراءات,complex,ask_return,11,3,{},2,0
4708,شروط الضمان شاشة تلفزيون سامسونج الذكية,complex,ask_warranty,9,3,{},1,0
4709,يتوفر حذاء رياضي أديداس ألترا بوست باللون الأسود مقاس 44,complex,product_availability,11,1,{},1,0
4710,ممكن أعرف أبعاد ومقاسات ثلاجة إل جي ببابين,complex,product_specifications,8,0,{},1,0
4711,يمكنني دفع فاتورة الشراء بالتقسيط,simple,others,6,1,{},1,0
4712,أبحث كاميرا مراقبة خارجية شاومي,simple,search_product,7,2,{},1,0
4713,سعر مجموعة ملابس رياضية نسائية,simple,ask_price,6,1,{},1,0
4714,قارن لاب توب لينوفو يوجا 7i وديل انسبيرون 14 2 1,simple,compare_products,13,2,{},1,0
4715,أريد الاستفسار طلبي رقم 111222 يتضمن حذاء رياضي نايكي,complex,ask_about_order,11,2,{},1,0
4716,مدة الشحن المتوقعة لألعاب بلايستيشن 5 الإمارات,complex,ask_shipping,9,2,{},1,0
4717,يمكنني إرجاع هاتف آيفون 14 استخدامه ليوم,complex,ask_return,10,2,{},1,0
4718,يشمل الضمان استبدال بطارية اللاب توب نوع ديل,complex,ask_warranty,10,2,{},1,0
4719,سماعات الرأس اللاسلكية سوني wh1000xm4 متوفرة باللون الفضي,complex,product_availability,9,1,{},2,0
4720,المواصفات الفنية لغسالة ملابس بوش التحميل الأمامي,complex,product_specifications,10,3,{},1,0
4721,يمكنني حجز موعد لزيارة الفروع,simple,others,7,2,{},1,0
4722,أبحث طاولة ملابس قابلة للطي,simple,search_product,7,2,{},1,0
4723,سعر هاتف جوجل بيكسل 7 برو,simple,ask_price,7,1,{},1,0
4724,قارن لاب توب آسوس زينبوك 14 وماك بوك إير m2,simple,compare_products,11,1,{},1,0
4725,حالة طلبي رقم 334455 يتضمن هاتف سامسونج,complex,ask_about_order,10,3,{},1,0
4726,الشحن مجاني لجميع مدن المملكة العربية السعودية بغض النظر قيمة الطلب,complex,ask_shipping,13,2,{},1,0
4727,يمكنني إرجاع حذاء الجري نايكي استخدامه الخارج,complex,ask_return,10,3,{},1,0
4728,مدة الضمان مكيف سبليت جري,simple,ask_warranty,8,3,{},1,0
4729,قوة المعالج وذاكرة الرام للاب توب إتش بافيليون 15,complex,product_specifications,12,3,{},1,0
4730,أبحث سماعات بلوتوث رياضية مقاومة للماء,complex,search_product,7,1,{},1,0
4731,سعر لعبة سبايدر مان 2 للبلايستيشن 5,simple,ask_price,8,1,{},1,0
4732,الفروقات شاشات سامسونج qled oled,simple,compare_products,9,4,{},1,0
4733,أريد معرفة موعد وصول طلبي رقم 667788 يتضمن غسالة ملابس,complex,ask_about_order,11,1,{},1,0
4734,يستغرق الشحن السريع لساعة أبل واتش 8 الدمام,complex,ask_shipping,10,2,{},1,0
4735,شروط إرجاع الأجهزة الإلكترونية اللاب توب,complex,ask_return,9,3,{},1,0
4736,ضمان أجهزة الألعاب يشمل الأعطال الناتجة سوء الاستخدام,complex,ask_warranty,10,2,{},1,0
4737,يتوفر بنطلون جينز رجالي مقاس 36 بلون رمادي,complex,product_availability,9,1,{},1,0
4738,ممكن أعرف نوع المعالج وبطاقة الرسوميات لجهاز بلايستيشن 5 سليم,complex,product_specifications,10,0,{},1,0
4739,أبحث كرسي مكتب مريح للألعاب,complex,search_product,6,1,{},1,0
4740,سعر هاتف أوبو رينو 10 برو,simple,ask_price,7,1,{},1,0
4741,قارن أجهزة التلفاز الذكية سامسونج إل جي نظام التشغيل,complex,compare_products,14,5,{'من': 2},1,1
4742,ممكن أعرف تفاصيل طلبي رقم 445566 تم شحنه مؤخرا,complex,ask_about_order,10,1,{},2,0
4743,تكلفة الشحن للمناطق النائية الأردن,complex,ask_shipping,7,2,{},1,0
4744,يمكنني إرجاع جهاز العرض بروجيكتور يتم استخدامه,complex,ask_return,10,3,{},3,0
4745,فترة الضمان كاميرا eos r5,simple,ask_warranty,9,4,{},1,0
4746,يتوفر لاب توب لينوفو ليجن 5 برو بكرت شاشة rtx 4070,complex,product_availability,12,1,{},1,0
4747,دقة الكاميرا الأمامية والخلفية لهاتف هواوي نوفا 11 برو,complex,product_specifications,11,2,{},1,0
4748,أبحث حذاء رياضي للجري ماركة بروكس مقاس 45,complex,search_product,9,1,{},1,0
4749,سعر ساعة جارمن فوررانر 955,simple,ask_price,6,1,{},1,0
4750,الفروقات غسالات الصحون بوش بيكو,simple,compare_products,10,5,{},1,0
4751,وصل طلبي رقم 778899 يتضمن لعبة إكس بوكس,complex,ask_about_order,10,2,{},1,0
4752,الشحن السريع متاح لمدينة الإسكندرية,simple,ask_shipping,6,1,{},1,0
4753,سياسة إرجاع الألعاب الإلكترونية فتحها,complex,ask_return,8,3,{},1,0
4754,ضمان تلفزيون سوني يشمل الشاشة المكسورة,complex,ask_warranty,7,1,{},1,0
4755,يتوفر هاتف سامسونج جالاكسي s23 fe باللون البنفسجي,complex,product_availability,9,1,{},1,0
4756,أريد معرفة حجم الشاشة ودقتها لاب توب إتش إيليت دراجون فلاي g4,complex,product_specifications,14,2,{},1,0
4757,أبحث ماكينة قهوة اسبريسو احترافية,complex,search_product,6,1,{},1,0
4758,سعر سماعة إيربودز ماكس أبل,simple,ask_price,7,2,{},1,0
4759,الفروقات الأساسية هواتف أندرويد ios الأمان,complex,compare_products,12,6,{},1,0
4760,أريد معرفة تفاصيل شحن طلبي رقم 889900 يتضمن لاب توب جيمنج,complex,ask_about_order,12,1,{},1,0
4761,يمكنني تتبع شحنة بنطلون جينز مقاس 32,complex,ask_shipping,8,1,{},1,0
4762,شروط إرجاع ملابس السباحة,simple,ask_return,6,2,{},1,0
4763,ضمان هاتف سامسونج يشمل الشاشة الداخلية,complex,ask_warranty,7,1,{},1,0
4764,يتوفر حذاء كلاسيك رجالي مقاس 41 بلون أسود,complex,product_availability,9,1,{},1,0
4765,مواصفات ثلاجة سامسونج بتقنية نوفروست,complex,product_specifications,7,2,{},1,0
4766,يمكنني تفعيل بطاقة الهدايا,simple,others,5,1,{},1,0
4767,أبحث كاميرا ويب عالية الدقة للمكالمات المرئية,complex,search_product,8,1,{},1,0
4768,سعر غسالة أوتوماتيك وايت وستنجهاوس,simple,ask_price,7,2,{},1,0
4769,الفروق تابلت سامسونج s8 s9,simple,compare_products,9,4,{},1,0
4770,يمكنني تعديل طلبي رقم 998877 الشحن,complex,ask_about_order,8,2,{},1,0
4771,مدة الشحن المتوقعة لهاتف شاومي المغرب,complex,ask_shipping,8,2,{},1,0
4772,يمكنني إرجاع جهاز ألعاب بلايستيشن 4 فتحه,complex,ask_return,9,2,{},1,0
4773,شروط الضمان سماعات البلوتوث,complex,ask_warranty,7,3,{},1,0
4774,يتوفر قميص رجالي كلاسيك مقاس xl بلون أزرق فاتح,complex,product_availability,10,1,{},1,0
4775,أريد معرفة نوع المعالج وبطاقة الرسوميات للاب توب آسوس rog ally,complex,product_specifications,11,0,{},1,0
4776,أبحث شاحن لاسلكي سريع لهاتف سامسونج,complex,search_product,7,1,{},1,0
4777,جهاز تحكم بلايستيشن 5 إضافي,simple,ask_price,6,1,{},1,0
4778,قارن ساعات أبل واتش 7 8 الميزات,simple,compare_products,11,4,{},1,0
4779,طلبي رقم 556677 يتضمن ملابس أطفال,complex,ask_about_order,8,2,{},1,0
4780,تتوفر خدمة الشحن لجميع مناطق الخليج العربي,complex,ask_shipping,8,1,{},1,0
4781,شروط إرجاع الأجهزة المنزلية الكبيرة الأفران,complex,ask_return,9,3,{},1,0
4782,يشمل ضمان هاتف شاومي الشاشة المكسورة,complex,ask_warranty,7,1,{},1,0
4783,يتوفر لاب توب ديل لاتيتيود 7440 بذاكرة 32 جيجا رام,complex,product_availability,11,1,{},1,0
4784,مواصفات تلفزيون سامسونج فريم 55 بوصة,simple,product_specifications,9,3,{},1,0
4785,يمكنني استبدال منتج فرع آخر اشتريت,complex,others,11,4,{},1,0
4786,أبحث كاميرا مراقبة للأطفال بيبي مونيتور,complex,search_product,7,1,{},3,0
4787,سعر حذاء رياضي بوما سويدي,simple,ask_price,6,1,{},1,0
4788,الفروقات غسالة ملابس إل جي التحميل العلوي والأمامي,complex,compare_products,12,4,{},1,0
4789,أريد معرفة حالة طلبي رقم 101112 يتضمن ساعة ذكية هواوي,complex,ask_about_order,11,1,{},1,0
4790,تتوفر خدمة الشحن السريع للمناطق خارج المدن الرئيسية,complex,ask_shipping,9,1,{},1,0
4791,يمكنني إرجاع هاتف سامسونج جالاكسي s24 ألترا 15 يوم الشراء,complex,ask_return,13,3,{},1,0
4792,مدة الضمان مكبرات الصوت جي إل,simple,ask_warranty,11,5,{},1,0
4793,تابلت أبل آيباد إير 5 متوفر بذاكرة 256 جيجا بايت,complex,product_availability,11,1,{},1,0
4794,مواصفات ثلاجة توشيبا ببابين خصوصا استهلاك الطاقة,complex,product_specifications,9,2,{},3,0
4795,يمكنني طلب خدمة تركيب الأجهزة المنزلية,simple,others,7,1,{},1,0
4796,أبحث سماعات أذن لاسلكية شاومي,simple,search_product,7,2,{},1,0
4797,سعر لاب توب مايكروسوفت سرفيس لابتوب ستوديو 2,simple,ask_price,9,1,{},1,0
4798,قارن أجهزة بلايستيشن 5 وإكس بوكس سيريس s,simple,compare_products,9,1,{},1,0
4799,تم شحن طلبي رقم 223344 يتضمن هاتف أوبو,complex,ask_about_order,10,2,{},1,0
4800,الشحن مجاني لمدينة أبوظبي لجميع الطلبات,complex,ask_shipping,7,1,{},1,0
4801,شروط إرجاع ملابس الأطفال غسلها,complex,ask_return,8,3,{},1,0
4802,مدة الضمان مكواة بخار فيليبس,simple,ask_warranty,9,4,{},1,0
4803,يتوفر هاتف آيفون 15 برو ماكس بذاكرة 512 جيجا بايت,complex,product_availability,11,1,{},1,0
4804,مواصفات سماعة أبل إيربودز برو الجيل الثاني إلغاء الضوضاء,complex,product_specifications,13,4,{},1,0
4805,أبحث شاشة كمبيوتر للألعاب بدقة 4k,complex,search_product,7,1,{},1,0
4806,سعر حذاء كلاسيك رجالي ماركة كلاركس,simple,ask_price,8,2,{},1,0
4807,قارن لابتوبات جيمنج آسوس msi,simple,compare_products,7,2,{},1,0
4808,وصل طلبي رقم 334455 يتضمن هاتف سامسونج,complex,ask_about_order,9,2,{},1,0
4809,تتوفر خدمة الشحن للمنازل القرى الصغيرة,complex,ask_shipping,8,2,{},1,0
4810,يمكنني إرجاع سترة شتوية تجربتها ووجدتها مناسبة,complex,ask_return,10,3,{},1,0
4811,ضمان تلفزيون ال جي يشمل التركيب,complex,ask_warranty,7,1,{},1,0
4812,يتوفر هاتف سامسونج جالاكسي s24 ألترا بذاكرة 1 تيرا بايت,complex,product_availability,11,1,{},1,0
4813,مواصفات ساعة أبل واتش 9 خصوصا ميزات تتبع الصحة,complex,product_specifications,11,2,{},3,0
4814,يمكنني إلغاء طلب يتم شحنه,simple,others,8,2,{},1,0
4815,سعر هاتف ريلمي 11 برو بلس,simple,ask_price,7,1,{},1,0
4816,الفروقات هواتف سامسونج جالاكسي a s,simple,compare_products,10,4,{},1,0
4817,يمكنني تتبع طلبي رقم 443322 تطبيقكم,complex,ask_about_order,8,2,{},1,0
4818,مدة الشحن المتوقعة للاب توب ديل السعودية,complex,ask_shipping,9,2,{},1,0
4819,يمكنني إرجاع منتج تم شراؤه كهدية,simple,ask_return,7,1,{},1,0
4820,ضمان أجهزة إكس بوكس يشمل عيوب التصنيع,complex,ask_warranty,8,1,{},1,0
4821,يتوفر حذاء رياضي بوما مقاس 39 بلون أسود,complex,product_availability,9,1,{},1,0
4822,مواصفات غسالة أطباق سامسونج خصوصا عدد برامج الغسيل,complex,product_specifications,10,2,{},3,0
4823,أبحث ماوس جيمنج لاسلكي لوجيتك,complex,search_product,7,2,{},1,0
4824,سعر هاتف فيفو x90 برو بلس,simple,ask_price,7,1,{},1,0
4825,الفروقات شاشات الكمبيوتر ديل إل جي,simple,compare_products,11,5,{},1,0
4826,أريد الاستفسار طلبي رقم 665544 يتضمن أجهزة منزلية صغيرة,complex,ask_about_order,11,2,{},1,0
4827,تتوفر خدمة الشحن السريع الكويت,simple,ask_shipping,7,2,{},1,0
4828,شروط إرجاع الهواتف الذكية تفعيلها,complex,ask_return,8,3,{},1,0
4829,ضمان سماعات الرأس بوز يشمل عيوب التصنيع,complex,ask_warranty,9,2,{},1,0
4830,يتوفر لاب توب إتش سبيكتر x360 بلون أسود ليلي,complex,product_availability,11,2,{},1,0
4831,مواصفات هاتف جوجل بيكسل 8 برو خصوصا الكاميرا وتقنيات الذكاء الاصطناعي,complex,product_specifications,13,2,{},3,0
4832,أبحث فستان زفاف أبيض مقاس s,complex,search_product,7,1,{},1,0
4833,سعر حذاء رياضي نيو بالانس 990,simple,ask_price,7,1,{},1,0
4834,الفروقات الغسالات الأوتوماتيكية التحميل العلوي والأمامي,complex,compare_products,10,4,{},1,0
4835,أريد معرفة حالة طلبي رقم 776655 يتضمن هاتف آيفون,complex,ask_about_order,10,1,{},1,0
4836,تتوفر خدمة التوصيل للمنزل أنحاء مصر,complex,ask_shipping,9,3,{},1,0
4837,يمكنني إرجاع منتج تالف بسبب الشحن,simple,ask_return,7,1,{},1,0
4838,مدة الضمان الثلاجات إل جي,simple,ask_warranty,9,4,{},1,0
4839,يتوفر هاتف ون بلس 11 باللون الأخضر,complex,product_availability,8,1,{},1,0
4840,مواصفات لاب توب ماك بوك برو m3 خصوصا أداء الرسوميات,complex,product_specifications,12,2,{},3,0
4841,طرق التواصل الدعم الفني,simple,others,7,3,{},1,0
4842,أبحث سماعات جيمنج لاسلكية لوجيتك,complex,search_product,7,2,{},1,0
4843,الفروقات شواحن أنكر السريعة بتقنية poweriq power delivery,complex,compare_products,12,4,{},1,0
4844,طلبي رقم 121212 يتضمن ساعة أبل واتش,complex,ask_about_order,9,2,{},1,0
4845,تتوفر خدمة الدفع الاستلام لجميع المدن السعودية,complex,ask_shipping,10,3,{},1,0
4846,شروط إرجاع المنتجات عليها خصم,complex,ask_return,8,3,{},1,0
4847,ضمان لاب توب لينوفو يشمل الشاحن,complex,ask_warranty,7,1,{},1,0
4848,يتوفر هاتف سامسونج جالاكسي s24 ألترا باللون الأزرق,complex,product_availability,9,1,{},1,0
4849,مواصفات تلفزيون سوني برافيا xr a95k,simple,product_specifications,8,2,{},1,0
4850,يمكنني الاشتراك خدمة الصيانة الدورية,simple,others,7,2,{},1,0
4851,أبحث شيرت رجالي قطن بلون أسود ومقاس l,complex,search_product,10,2,{},1,0
4852,سعر حذاء رياضي أديداس ييزي,simple,ask_price,6,1,{},1,0
4853,الفروقات هواتف آيفون برو والبرو ماكس,simple,compare_products,9,3,{},1,0
4854,أريد معرفة موعد وصول طلبي رقم 332211 يتضمن حذاء رياضي,complex,ask_about_order,11,1,{},1,0
4855,تتوفر خدمة توصيل الطلبات المناطق الحدودية,complex,ask_shipping,8,2,{},1,0
4856,يمكنني إرجاع جهاز ألعاب يعجبني,simple,ask_return,8,3,{},1,0
4857,مدة الضمان الخلاطات الكهربائية,simple,ask_warranty,7,3,{},1,0
4858,يتوفر هاتف أوبو فايند x6 برو بذاكرة 512 جيجا بايت,complex,product_availability,11,1,{},1,0
4859,مواصفات سماعة جيمنج رازر بلاك شارك v2 برو,simple,product_specifications,10,2,{},1,0
4860,يمكنني دفع فاتورة المشتريات بالعملة الأجنبية,simple,others,7,1,{},1,0
4861,أبحث كاميرا مراقبة خارجية لاسلكية,complex,search_product,6,1,{},1,0
4862,سعر حذاء كاجوال رجالي تومي هيلفيغر,simple,ask_price,8,2,{},1,0
4863,الفروقات شاشات الكمبيوتر ips va,complex,compare_products,9,4,{},1,0
4864,يمكنني تتبع طلبي رقم 989898 يتضمن جهاز بلايستيشن,complex,ask_about_order,10,2,{},1,0
4865,الشحن الدولي متاح لجميع دول الخليج,simple,ask_shipping,7,1,{},1,0
4866,ضمان الأجهزة اللوحية يشمل عيوب الشاشة,complex,ask_warranty,7,1,{},1,0
4867,يتوفر حذاء رياضي للجري نايكي مقاس 42 بلون أزرق,complex,product_availability,10,1,{},1,0
4868,مواصفات كاميرا سوني ألفا a7c,simple,product_specifications,7,2,{},1,0
4869,يمكنني استعراض سجل طلباتي السابقة,simple,others,6,1,{},1,0
4870,أبحث كاميرا مراقبة منزلية داخلية ezviz,complex,search_product,8,2,{},1,0
4871,سعر هاتف سامسونج جالاكسي a73,simple,ask_price,6,1,{},1,0
4872,الفروقات شاشات سامسونج qled mini led,complex,compare_products,10,4,{},1,0
4873,أريد معرفة موعد وصول طلبي رقم 131313 يتضمن ألعاب إلكترونية,complex,ask_about_order,11,1,{},1,0
4874,تتوفر خدمة الشحن الدولي لجميع دول العالم,simple,ask_shipping,8,1,{},1,0
4875,يمكنني إرجاع ملابس كانت مناسبة للمقاس,simple,ask_return,9,3,{},1,0
4876,يتوفر لاب توب إتش بافيليون 15 بذاكرة 16 جيجا رام,complex,product_availability,12,2,{},1,0
4877,مواصفات هاتف سامسونج جالاكسي s23 الترا,simple,product_specifications,8,2,{},1,0
4878,أبحث غسالة ملابس بوش بسعة 8 كيلو,simple,search_product,8,1,{},1,0
4879,سعر هاتف أبل آيفون se الجيل الثالث,simple,ask_price,8,1,{},1,0
4880,قارن لاب توب ماك بوك برو m1 وماك m2,simple,compare_products,12,1,"{'بوك': 2, 'برو': 2}",1,2
4881,حالة طلبي رقم 141414 يتضمن ملابس رياضية,complex,ask_about_order,10,3,{},1,0
4882,تتوفر خدمة الشحن لجميع مناطق الخليج,simple,ask_shipping,7,1,{},1,0
4883,يمكنني إرجاع حذاء رياضي استخدامه صالة الألعاب الرياضية,complex,ask_return,11,3,{},1,0
4884,ضمان هواتف هواوي يشمل الأعطال البرمجية,complex,ask_warranty,7,1,{},1,0
4885,يتوفر هاتف سامسونج جالاكسي z فولد 5 باللون الأسود,complex,product_availability,10,1,{},1,0
4886,مواصفات لاب توب آسوس rog strix g15,simple,product_specifications,9,2,{},1,0
4887,يمكنني دفع فواتير الخدمات العامة خلال المتجر,simple,others,9,2,{},1,0
4888,سعر هاتف آيفون 14 برو ماكس,simple,ask_price,7,1,{},1,0
4889,قارن لاب توب ديل xps 13 hp spectre x360,simple,compare_products,11,2,{},1,0
4890,أريد الاستفسار طلبي رقم 151515 يتضمن لاب توب,complex,ask_about_order,10,2,{},1,0
4891,تتوفر خدمة الشحن السريع للمناطق الريفية,complex,ask_shipping,7,1,{},1,0
4892,شروط إرجاع سماعات الرأس استخدامها,complex,ask_return,8,3,{},1,0
4893,ضمان الأجهزة الإلكترونية يشمل الأضرار الناتجة الماء,complex,ask_warranty,9,2,{},1,0
4894,يتوفر هاتف شاومي 13 الترا باللون الأسود,complex,product_availability,8,1,{},1,0
4895,مواصفات هاتف سامسونج جالاكسي a53,simple,product_specifications,7,2,{},1,0
4896,لديكم عروض للشركات,simple,others,5,2,{},1,0
4897,أبحث كاميرا مراقبة خارجية تدعم الطاقة الشمسية,complex,search_product,8,1,{},1,0
4898,سعر حذاء كلاسيك رجالي ماركة برادا,simple,ask_price,8,2,{},1,0
4899,الفروقات شاشات الكمبيوتر lcd led,simple,compare_products,9,4,{},1,0
4900,يمكنني تتبع طلبي رقم 161616 يتضمن ملابس نسائية,complex,ask_about_order,10,2,{},1,0
4901,مدة الشحن المتوقعة لأجهزة المنزلية الكبيرة الرياض,complex,ask_shipping,9,2,{},1,0
4902,سياسة إرجاع ملابس الأطفال,simple,ask_return,6,2,{},1,0
4903,ضمان هواتف اوبو يشمل الأعطال الناتجة السوائل,complex,ask_warranty,9,2,{},1,0
4904,يتوفر هاتف شاومي ريدمي نوت 13 برو بلس باللون الأخضر,complex,product_availability,11,1,{},1,0
4905,مواصفات تلفزيون ال جي oled g3 خصوصا حجم الشاشة وتقنيات الذكاء الاصطناعي,complex,product_specifications,14,2,{},3,0
4906,أبحث هاتف آيفون,simple,search_product,4,1,{},1,0
4907,عرضوا لابتوبات ديل المتوفرة,simple,search_product,5,1,{},1,0
4908,أريد حذاء رياضي نايكي,simple,search_product,5,1,{},1,0
4909,عندكم فساتين سهرة جديدة,simple,search_product,5,1,{},1,0
4910,أبحث غسالة صحون سامسونج,simple,search_product,5,1,{},1,0
4911,أبحث سماعات بلوتوث,simple,search_product,4,1,{},1,0
4912,أحدث ألعاب بلايستيشن 5,simple,search_product,6,2,{},1,0
4913,أبي ساعة ذكية ماركة أبل,simple,search_product,5,0,{},1,0
4914,عايز تليفزيون سمارت,simple,search_product,3,0,{},1,0
4915,أريد ملابس رجالية مقاس كبير,simple,search_product,7,2,{},1,0
4916,يمكنني تصفح تشكيلة هواتف شاومي الحديثة تدعم شبكات الجيل الخامس,complex,search_product,14,4,{},2,0
4917,أبحث لابتوب للألعاب بمواصفات عالية يفضل يكون علامة تجارية msi asus,complex,search_product,17,6,{},2,0
