index,question,classification,intent,sentence_length,num_arabic_stopwords,repeated_words,num_special_chars,num_repeated_words
3336,ممكن تعرض لي اللاب توبات اللي بتدعم الألعاب القوية؟,complex,search_product,9,1,{},1,0
3337,ابحث عن سماعات لاسلكية.,simple,search_product,4,1,{},1,0
3338,هل يتوفر لديكم حذاء رياضي من نايكي مقاس 42؟,complex,search_product,9,2,{},1,0
3339,شنو عندكم من ألعاب بلايستيشن 5؟,simple,search_product,6,1,{},1,0
3340,أبغى أشوف تشكيلة الفساتين السواريه الجديدة، خاصةً اللون الأزرق.,complex,search_product,9,0,{},3,0
3341,وريني أجهزة منزلية.,simple,search_product,3,0,{},1,0
3342,هل في غسالات أطباق من ماركة بوش؟,complex,search_product,7,3,{},1,0
3343,أبحث عن كاميرا رقمية.,simple,search_product,4,1,{},1,0
3344,أريد استعراض الإكسسوارات الخاصة بهاتف آيفون 14 برو ماكس.,complex,search_product,9,0,{},1,0
3345,أبي شنطة ظهر.,simple,search_product,3,0,{},1,0
3346,ممكن ألقى تلفزيونات سمارت من ال جي بحجم 55 بوصة؟,complex,search_product,10,1,{},1,0
3347,بشوف ساعات يد.,simple,search_product,3,0,{},1,0
3348,عندكم عروض على أجهزة التابلت من سامسونج؟,complex,search_product,7,2,{},1,0
3349,أريد البحث عن طابعة.,simple,search_product,4,1,{},1,0
3350,هل تتوفر لديكم ملابس شتوية للأطفال؟,complex,search_product,6,1,{},1,0
3351,كم سعر هاتف سامسونج جالاكسي S23؟,simple,ask_price,6,1,{},1,0
3352,أود معرفة تكلفة شاشة تلفزيون سامسونج 65 بوصة الذكية.,complex,ask_price,9,0,{},1,0
3353,بكم سماعة ايربودز برو؟,simple,ask_price,4,1,{},1,0
3354,شنو أسعار اللابتوبات الألعاب اللي حجم شاشتها 15.6 بوصة؟,complex,ask_price,9,0,{},2,0
3355,الجاكيت ده بكام؟,simple,ask_price,3,0,{},1,0
3356,عايز أعرف سعر الثلاجة إل جي اللي بابين، الموديل الجديد.,complex,ask_price,10,0,{},2,0
3357,كم ثمن ساعة آبل ووتش سيريس 8؟,simple,ask_price,7,1,{},1,0
3358,ما هي تكلفة حذاء رياضي أديداس ألترا بوست باللون الأسود مقاس 43؟,complex,ask_price,12,2,{},1,0
3359,كم سعر كاميرا كانون الاحترافية موديل EOS R5؟,complex,ask_price,8,2,{},1,0
3360,التابلت ده عامل كام؟,simple,ask_price,4,0,{},1,0
3361,عاوز أعرف سعر الغسالة الأوتوماتيك سامسونج اللي حمولتها 8 كيلو.,complex,ask_price,10,0,{},1,0
3362,كم سعر شاحن آيفون الأصلي؟,simple,ask_price,5,1,{},1,0
3363,أرجو تزويدي بسعر كيبورد الألعاب الميكانيكي من رازر طراز BlackWidow V3.,complex,ask_price,11,1,{},1,0
3364,بكم فيست رجالي؟,simple,ask_price,3,1,{},1,0
3365,شنو سعر الشنطة النسائية الجلدية اللي لونها بني؟,complex,ask_price,8,0,{},1,0
3366,بكام الشاشة دي؟,simple,ask_price,3,0,{},1,0
3367,عايز أعرف تكلفة مكيف الهواء سبليت من جري 1.5 حصان.,complex,ask_price,10,1,{},2,0
3368,كم سعر سماعات الرأس من سوني؟,simple,ask_price,6,2,{},1,0
3369,ما هي تكلفة الطابعة الليزرية الملونة من HP طراز LaserJet Pro MFP M479fdw؟,complex,ask_price,13,3,{},1,0
3370,قارن بين هاتفين آيفون 15 وسامسونج S24.,simple,compare_products,7,1,{},1,0
3371,ما هي الفروقات الرئيسية بين لابتوب ديل XPS 15 ولابتوب ماك بوك برو 16 بوصة من ناحية الأداء وعمر البطارية؟,complex,compare_products,20,4,{},1,0
3372,أقارن بين تلفزيونين.,simple,compare_products,3,1,{},1,0
3373,أبي أقارن بين غسالة إل جي وغسالة سامسونج من حيث المميزات والسعر.,complex,compare_products,12,3,{},1,0
3374,أيهما أفضل، سماعات سوني أم بوز؟,simple,compare_products,6,1,{},2,0
3375,ممكن تقولي إيه الفرق بين الكاميرا نيكون Z6 والكاميرا سوني ألفا 7 III؟,complex,compare_products,13,2,{},1,0
3376,قارن بين حذاءين رياضيين.,simple,compare_products,4,1,{},1,0
3377,ما هي المزايا والعيوب لكل من ساعة آبل ووتش ألترا وساعة سامسونج جالاكسي ووتش 6؟,complex,compare_products,15,3,{'ووتش': 2},1,1
3378,أقارن بين تابلت آيباد وسامسونج.,simple,compare_products,5,1,{},1,0
3379,ممكن تعطيني مقارنة مفصلة بين شاشات الألعاب من آسوس وشاشات الألعاب من MSI؟,complex,compare_products,13,3,"{'الألعاب': 2, 'من': 2}",1,2
3380,مين الأحسن، مكيف كاريير ولا شارب؟,simple,compare_products,6,1,{},2,0
3381,عايز أعرف إيه الفروقات بين مكنسة كهربائية دايسون اللاسلكية ومكنسة هوفر اللاسلكية؟,complex,compare_products,12,2,{},1,0
3382,قارن بين طابعتين ليزر.,simple,compare_products,4,1,{},1,0
3383,ما هي الاختلافات الأساسية بين هاتف شاومي 13 الترا وهاتف ون بلس 11؟,complex,compare_products,13,3,{},1,0
3384,أبي أقارن بين جهازين.,simple,compare_products,4,1,{},1,0
3385,شنو الفرق بين غلاية كهربائية من فيليبس وغلاية كهربائية من كينوود؟,complex,compare_products,11,3,"{'كهربائية': 2, 'من': 2}",1,2
3386,قارن لي بين نوعين من الغسالات.,simple,compare_products,6,3,{},1,0
3387,ممكن تقولي إيه المميزات والعيوب لكل من جهاز بلايستيشن 5 وإكس بوكس سيريس إكس؟,complex,compare_products,14,2,{},1,0
3388,قارن بين شواحن.,simple,compare_products,3,1,{},1,0
3389,أود مقارنة بين سماعات بلوتوث من JBL وسماعات بلوتوث من Anker من حيث جودة الصوت وعمر البطارية.,complex,compare_products,17,5,"{'بلوتوث': 2, 'من': 3}",1,2
3390,ما هي حالة طلبي رقم 12345؟,simple,ask_about_order,6,2,{},1,0
3391,هل تم شحن طلبي الذي يحمل الرقم ORD-98765، وهل يمكنني تتبع الشحنة؟,complex,ask_about_order,12,2,{},3,0
3392,وين طلبي 67890؟,simple,ask_about_order,3,0,{},1,0
3393,أبي أعرف متى بيوصل طلبي رقم 54321، وهل أقدر أغير عنوان التوصيل؟,complex,ask_about_order,12,1,{},2,0
3394,طلبي رقم 112233 وصل ولا لأ؟,simple,ask_about_order,6,1,{},1,0
3395,ممكن أعرف تفاصيل طلبي اللي رقمه 445566، وهل المنتج اللي فيه موجود في المخزن؟,complex,ask_about_order,14,2,{'اللي': 2},2,1
3396,أريد الاستفسار عن طلبي.,simple,ask_about_order,4,1,{},1,0
3397,هل يمكنني تعديل منتج في طلبي رقم 78901 قبل الشحن؟,complex,ask_about_order,10,3,{},1,0
3398,شنو وضع طلب 23456؟,simple,ask_about_order,4,0,{},1,0
3399,لو سمحت، طلبي رقم 76543 ما وصلني، ممكن تتأكدون من مكانه؟,complex,ask_about_order,11,3,{},3,0
3400,طلبت حاجة، عايز أعرف وصلت ولا لأ؟,simple,ask_about_order,7,1,{},2,0
3401,عايز ألغي طلبي رقم 890123، هل ده ممكن؟,complex,ask_about_order,8,1,{},2,0
3402,هل تم تأكيد طلبي؟,simple,ask_about_order,4,1,{},1,0
3403,أود الاستفسار عن سبب تأخر توصيل طلبي رقم 34567.,complex,ask_about_order,9,1,{},1,0
3404,متى بيوصل الطلب؟,simple,ask_about_order,3,1,{},1,0
3405,ممكن تعطيني رقم تتبع لطلبي رقم 90123؟,complex,ask_about_order,7,0,{'رقم': 2},1,1
3406,عايز أعرف حالة طلب.,simple,ask_about_order,4,0,{},1,0
3407,هل الدفع تم لطلبي رقم 45678، ولا لسه؟,complex,ask_about_order,8,2,{},2,0
3408,أين طلبي؟,simple,ask_about_order,2,1,{},1,0
3409,هل بإمكاني استلام طلبي رقم 56789 من المتجر بدلاً من الشحن؟,complex,ask_about_order,11,3,{'من': 2},2,1
3410,كم تبلغ تكلفة الشحن السريع إلى مدينة الرياض لهاتف آيفون 15؟,complex,ask_shipping,11,2,{},1,0
3411,كم مدة التوصيل؟,simple,ask_shipping,3,1,{},1,0
3412,أبي أعرف شروط الشحن المجاني لأجهزة اللابتوب.,complex,ask_shipping,7,0,{},1,0
3413,هل يمكن شحن غسالة الملابس دي إلى محافظة الإسكندرية؟,complex,ask_shipping,9,2,{},1,0
3414,هل توفرون الشحن الدولي؟,simple,ask_shipping,4,1,{},1,0
3415,ما هي شركات الشحن التي تتعاملون معها لتوصيل الطلبات الكبيرة؟,complex,ask_shipping,10,3,{},1,0
3416,متى توصل الشحنة؟,simple,ask_shipping,3,1,{},1,0
3417,كم تكلفة الشحن لهاتف سامسونج جالاكسي S24 إلى دولة الكويت؟,complex,ask_shipping,10,2,{},1,0
3418,فيه شحن للمنزل؟,simple,ask_shipping,3,1,{},1,0
3419,عايز أعرف هل فيه رسوم إضافية للشحن لو طلبت أكثر من منتج؟,complex,ask_shipping,12,5,{},1,0
3420,هل يمكن تتبع الشحنة؟,simple,ask_shipping,4,1,{},1,0
3421,ما هي سياسة الشحن للمنتجات الثقيلة مثل الثلاجات؟,complex,ask_shipping,8,3,{},1,0
3422,أقدر أستلم الطلب من الفرع؟,simple,ask_shipping,5,1,{},1,0
3423,كم تستغرق عملية شحن حذاء رياضي من أديداس مقاس 44 إلى الدمام؟,complex,ask_shipping,12,3,{},1,0
3424,الشحن مجاني؟,simple,ask_shipping,2,0,{},1,0
3425,هل فيه خدمة توصيل في نفس اليوم لمدينة القاهرة؟,complex,ask_shipping,9,4,{},1,0
3426,أود معرفة تفاصيل الشحن والتوصيل للمناطق النائية.,complex,ask_shipping,7,0,{},1,0
3427,هل يمكنني إرجاع هاتف آيفون 15 الذي اشتريته قبل 10 أيام؟,complex,ask_return,11,3,{},1,0
3428,أقدر أرجع المنتج؟,simple,ask_return,3,0,{},1,0
3429,شنو شروط إرجاع الملابس لو المقاس مو مناسب؟,complex,ask_return,8,1,{},1,0
3430,هل ممكن أرجع الغسالة دي؟,simple,ask_return,5,1,{},1,0
3431,عايز أرجع لابتوب ديل اللي اشتريته، بس الكرتونة مفتوحة، هل ينفع؟,complex,ask_return,11,2,{},3,0
3432,ما هي خطوات استرجاع حذاء رياضي نايكي مقاس 42؟,complex,ask_return,9,2,{},1,0
3433,متى أقدر أرجع المنتج؟,simple,ask_return,4,1,{},1,0
3434,لو سمحت، شريت سماعة سوني وطلعت فيها عيب مصنعي، هل أقدر أستبدلها أو أسترجع فلوسي؟,complex,ask_return,15,4,{},3,0
3435,هل فيه فلوس بترجع؟,simple,ask_return,4,2,{},1,0
3436,أنا اشتريت تيشيرت مقاس M بس عايز أبدله بمقاس L، هل ده ممكن؟,complex,ask_return,13,3,{},2,0
3437,هل يتم استرداد المبلغ كاملاً؟,simple,ask_return,5,1,{},2,0
3438,هل سياسة الإرجاع تنطبق على المنتجات المفتوحة مثل أجهزة الألعاب؟,complex,ask_return,10,3,{},1,0
3439,أبي أرجع شنطة.,simple,ask_return,3,0,{},1,0
3440,شنو الإجراءات اللازمة لترجيع تلفزيون سامسونج 55 بوصة؟,complex,ask_return,8,0,{},1,0
3441,عايز أرجع منتج.,simple,ask_return,3,0,{},1,0
3442,هل يمكن إرجاع المنتجات التي تم شراؤها أثناء فترة العروض والتخفيضات؟,complex,ask_return,11,2,{},1,0
3443,هل يمكن الاستبدال بدل الاسترجاع؟,simple,ask_return,5,1,{},1,0
3444,ما هي شروط إرجاع الأجهزة المنزلية الكبيرة مثل الثلاجات والغسالات؟,complex,ask_return,10,3,{},1,0
3445,ما هي مدة الضمان لهاتف سامسونج؟,simple,ask_warranty,6,2,{},1,0
3446,هل يتوفر ضمان دولي للابتوب ديل XPS 13 الذي أود شراؤه؟,complex,ask_warranty,11,2,{},1,0
3447,شنو ضمان الجوالات؟,simple,ask_warranty,3,0,{},1,0
3448,أبي أعرف شروط الضمان على غسالة الأطباق من بوش.,complex,ask_warranty,9,2,{},1,0
3449,الغسالة دي عليها ضمان كام سنة؟,simple,ask_warranty,6,0,{},1,0
3450,هل الكاميرا كانون اللي ناوي أشتريها بتيجي بضمان من الوكيل الرسمي؟,complex,ask_warranty,11,3,{},1,0
3451,هل يشمل الضمان عيوب التصنيع؟,simple,ask_warranty,5,1,{},1,0
3452,ما هي الإجراءات المتبعة في حال تعطل تلفزيون إل جي 65 بوصة تحت الضمان؟,complex,ask_warranty,14,4,{},1,0
3453,أبي أعرف الضمان.,simple,ask_warranty,3,0,{},1,0
3454,هل سماعات ايربودز برو عليها ضمان سنة كاملة؟,complex,ask_warranty,8,1,{},1,0
3455,ضمان اللاب توب ده إيه نظامه؟,simple,ask_warranty,6,1,{},1,0
3456,هل الضمان بيشمل الأضرار الناتجة عن سوء الاستخدام لأجهزة الألعاب؟,complex,ask_warranty,10,2,{},1,0
3457,هل لديكم مركز صيانة معتمد للضمان؟,simple,ask_warranty,6,1,{},1,0
3458,ما هي مدة الضمان على مكيف الهواء سبليت من جري؟,complex,ask_warranty,10,4,{},1,0
3459,شنو ضمان الإكسسوارات؟,simple,ask_warranty,3,0,{},1,0
3460,هل الشاشة الذكية من سامسونج اللي اشتريتها قبل 6 شهور لسه تحت الضمان؟,complex,ask_warranty,13,4,{},1,0
3461,الضمان بيغطي إيه؟,simple,ask_warranty,3,0,{},1,0
3462,عايز أعرف شروط الضمان على الطابعات الليزرية من HP.,complex,ask_warranty,9,2,{},1,0
3463,هل الضمان يشمل الاستبدال؟,simple,ask_warranty,4,1,{},1,0
3464,ما هي سياسة الضمان الخاصة بالساعات الذكية؟,complex,ask_warranty,7,2,{},1,0
3465,هل هاتف آيفون 15 برو ماكس متوفر؟,simple,product_availability,7,1,{},1,0
3466,هل لديكم لابتوب ماك بوك برو 14 بوصة باللون الرمادي الفلكي متوفر حالياً؟,complex,product_availability,13,1,{},2,0
3467,متوفر هذا المنتج؟,simple,product_availability,3,1,{},1,0
3468,أبي أعرف إذا غسالة الصحون بوش متوفرة حالياً في المخزون.,complex,product_availability,10,2,{},2,0
3469,التيشيرت ده موجود منه مقاس L؟,simple,product_availability,6,1,{},1,0
3470,هل الثلاجة سامسونج بابين اللي لونها فضي موجودة عندكم في المعرض؟,complex,product_availability,11,2,{},1,0
3471,هل توفرون سماعات سوني WH-1000XM5؟,simple,product_availability,5,1,{},2,0
3472,متى سيتوفر حذاء رياضي أديداس ألترا بوست باللون الأبيض مقاس 43 مرة أخرى؟,complex,product_availability,13,1,{},1,0
3473,هل لعبة بلايستيشن 5 متوفرة؟,simple,product_availability,5,1,{},1,0
3474,أبغى أعرف إذا كاميرا كانون EOS R6 متوفرة حالياً للشراء.,complex,product_availability,10,2,{},2,0
3475,التابلت ده موجود؟,simple,product_availability,3,0,{},1,0
3476,هل مكيف الهواء فريش 2.25 حصان متوفر للتوصيل الفوري؟,complex,product_availability,9,1,{},2,0
3477,هل هناك مخزون من هذا المنتج؟,simple,product_availability,6,4,{},1,0
3478,أرغب في معرفة إذا كانت الساعة الذكية آبل ووتش سيريس 9 متوفرة باللون الأسود مقاس 45 مم.,complex,product_availability,17,2,{},1,0
3479,شنو المتوفر من تلفزيونات سامسونج؟,simple,product_availability,5,1,{},1,0
3480,هل يتوفر لديكم كيبورد ألعاب ميكانيكي من لوجيتك طراز G915؟,complex,product_availability,10,2,{},1,0
3481,المنتج ده موجود؟,simple,product_availability,3,0,{},1,0
3482,هل طابعة HP DeskJet 2710 متوفرة حالياً في الفروع؟,complex,product_availability,9,2,{},2,0
3483,متى يتوفر المنتج مرة أخرى؟,simple,product_availability,5,1,{},1,0
3484,أود الاستفسار عن مدى توفر قميص رجالي من نايكي باللون الأزرق مقاس L.,complex,product_availability,13,2,{},1,0
3485,ما هي مواصفات هاتف سامسونج جالاكسي S24 ألترا؟,simple,product_specifications,8,2,{},1,0
3486,أرغب في معرفة تفاصيل المعالج وذاكرة الوصول العشوائي (RAM) للابتوب لينوفو ليجن 5 برو.,complex,product_specifications,14,1,{},3,0
3487,شنو مواصفات الشاشة دي؟,simple,product_specifications,4,0,{},1,0
3488,أبي أعرف كم قوة شفط المكنسة الكهربائية دايسون V15 Detect.,complex,product_specifications,10,1,{},1,0
3489,الغسالة دي سعتها قد إيه؟,simple,product_specifications,5,1,{},1,0
3490,ممكن تقولي إيه نوع الشاشة ودقتها في تلفزيون إل جي OLED C3؟,complex,product_specifications,12,2,{},1,0
3491,كم سعة التخزين لهاتف آيفون 15؟,simple,product_specifications,6,1,{},1,0
3492,ما هي دقة الكاميرا الأمامية والخلفية في هاتف جوجل بيكسل 8 برو؟,complex,product_specifications,12,3,{},1,0
3493,شنو حجم الثلاجة؟,simple,product_specifications,3,0,{},1,0
3494,أبغى أعرف هل مكيف جري سبليت 2 طن يدعم تقنية الواي فاي؟,complex,product_specifications,12,1,{},1,0
3495,التيشيرت ده خامته إيه؟,simple,product_specifications,4,0,{},1,0
3496,ممكن تشرحلي مميزات معالج A17 Pro في هاتف آيفون 15 برو؟,complex,product_specifications,11,1,{},1,0
3497,ما هي أبعاد هذا الجهاز؟,simple,product_specifications,5,3,{},1,0
3498,هل ساعة سامسونج جالاكسي ووتش 6 مقاومة للماء والغبار؟ وما هو معيار المقاومة؟,complex,product_specifications,13,3,{},2,0
3499,شنو نوع الشاحن؟,simple,product_specifications,3,0,{},1,0
3500,أبي أعرف نوع لوحة المفاتيح في لابتوب آسوس روج ستريكس G15، هل هي ميكانيكية؟,complex,product_specifications,14,3,{},2,0
3501,البلوزة دي مصنوعة من إيه؟,simple,product_specifications,5,1,{},1,0
3502,ممكن أعرف تفاصيل بطارية سماعات سوني WH-1000XM5 وعمرها الافتراضي؟,complex,product_specifications,9,0,{},2,0
3503,كم وزن هذا المنتج؟,simple,product_specifications,4,2,{},1,0
3504,ما هي التقنيات التي تدعمها شاشة تلفزيون سوني برافيا XR A95K؟,complex,product_specifications,11,3,{},1,0
3505,أرغب في التواصل مع خدمة العملاء.,simple,others,6,2,{},1,0
3506,هل يمكنني استلام فاتورة الشراء الإلكترونية لآخر طلب قمت به؟,complex,others,10,1,{},1,0
3507,كيف أكلم الدعم الفني؟,simple,others,4,1,{},1,0
3508,أبي أعرف طريقة استخدام كود الخصم اللي وصلني على الإيميل.,complex,others,10,1,{},1,0
3509,عايز أعمل حساب جديد.,simple,others,4,0,{},1,0
3510,هل ممكن أغير كلمة المرور الخاصة بحسابي على المتجر؟,complex,others,9,2,{},1,0
3511,أود معرفة أقرب فرع للمتجر لديكم في مدينة جدة.,complex,others,9,1,{},1,0
3512,وين فروعكم؟,simple,others,2,0,{},1,0
3513,هل لديكم تطبيق خاص بالمتجر يمكنني التسوق من خلاله؟,complex,others,9,2,{},1,0
3514,عايز أشتكي من حاجة.,simple,others,4,1,{},1,0
3515,هل ممكن أحصل على عروض أو خصومات على المشتريات القادمة؟,complex,others,10,4,{'على': 2},1,1
3516,كيف يمكنني تصفح المنتجات؟,simple,others,4,1,{},1,0
3517,هل توفرون خدمة تغليف الهدايا للمنتجات؟,complex,others,6,1,{},1,0
3518,شنو أوقات عمل المتجر؟,simple,others,4,0,{},1,0
3519,ممكن تساعدني في اختيار هدية مناسبة لصديقي المهتم بالألعاب؟,complex,others,9,1,{},1,0
3520,عندكم كوبونات خصم؟,simple,others,3,0,{},1,0
3521,هل في إمكانية للدفع بالتقسيط على أجهزة اللابتوب؟,complex,others,8,3,{},1,0
3522,ما هي ساعات العمل؟,simple,others,4,2,{},1,0
3523,أرغب في الاشتراك في قائمتكم البريدية لتلقي آخر العروض.,complex,others,9,2,{'في': 2},1,1
3524,هل الشحن متوفر لكل المدن؟,simple,ask_shipping,5,1,{},1,0
3525,أبي أعرف تفاصيل ضمان اللابتوبات.,simple,ask_warranty,5,0,{},1,0
3526,هل تتوفر لديكم غسالة سامسونج ذات التحميل الأمامي؟,complex,search_product,8,2,{},1,0
3527,ممكن أعرف مميزات هاتف شاومي 13 الترا؟,simple,product_specifications,7,0,{},1,0
3528,هل يمكن إرجاع الإكسسوارات الإلكترونية؟,simple,ask_return,5,1,{},1,0
3529,أين أجد سياسة الخصوصية للمتجر؟,simple,others,5,1,{},1,0
3530,كم سعر حذاء أديداس الرياضي الجديد؟,simple,ask_price,6,1,{},1,0
3531,هل التابلت سامسونج جالاكسي تاب S8 متوفر باللون الرمادي؟,complex,product_availability,9,1,{},1,0
3532,ممكن أقارن بين تلفزيون سوني 55 بوصة وتلفزيون إل جي 55 بوصة؟,complex,compare_products,12,1,{'55': 2},1,1
3533,ما هي تفاصيل الشحن للمناطق خارج العاصمة؟,complex,ask_shipping,7,2,{},1,0
3534,أبغى أعرف إذا فيه ضمان على مكيفات الهواء.,simple,ask_warranty,8,3,{},1,0
3535,ما هي سياسة استبدال المنتجات؟,simple,ask_return,5,2,{},1,0
3536,ما هي مواصفات ساعة آبل ووتش ألترا 2؟,simple,product_specifications,8,2,{},1,0
3537,هل يمكن تتبع طلبي رقم 987654 الذي تم شحنه؟,complex,ask_about_order,9,2,{},1,0
3538,بكم سماعة الألعاب من رازر؟,simple,ask_price,5,2,{},1,0
3539,أريد البحث عن لابتوب للأعمال من لينوفو.,simple,search_product,7,2,{},1,0
3540,ما هي سياسة الضمان على الهواتف المستعملة؟,complex,ask_warranty,7,3,{},1,0
3541,هل تتوفر لديكم طابعة ليزرية ملونة من HP؟,simple,search_product,8,2,{},1,0
3542,أرغب في مقارنة بين مكنسة دايسون V11 ومكنسة V15.,complex,compare_products,9,2,{},1,0
3543,كم مدة الشحن المتوقعة للطابعة HP DeskJet 2710؟,complex,ask_shipping,8,1,{},1,0
3544,هل يمكنني إلغاء طلبي رقم 102030؟,simple,ask_about_order,6,1,{},1,0
3545,ما هي الملحقات المتوفرة لساعة سامسونج جالاكسي ووتش 6؟,complex,product_specifications,9,2,{},1,0
3546,هل يمكنني استرجاع قميص اشتريته وكان مقاسه خاطئ؟,complex,ask_return,8,1,{},1,0
3547,كم سعر هاتف جوجل بيكسل 8 برو؟,simple,ask_price,7,1,{},1,0
3548,أبحث عن أحذية رياضية رجالية.,simple,search_product,5,1,{},1,0
3549,هل لديكم أجهزة تابلت منخفضة التكلفة؟,complex,search_product,6,1,{},1,0
3550,ممكن أعرف أوقات عمل خدمة العملاء؟,simple,others,6,0,{},1,0
3551,ما هي أنواع المعالجات المتوفرة في لابتوبات ديل؟,complex,product_specifications,8,3,{},1,0
3552,هل يمكن تغيير عنوان الشحن لطلبي رقم 778899؟,complex,ask_about_order,8,1,{},1,0
3553,كم سعر الكيبورد الميكانيكي من لوجيتك؟,simple,ask_price,6,2,{},1,0
3554,هل سماعات الرأس من سوني متوفرة باللون الأزرق؟,complex,product_availability,8,2,{},1,0
3555,أريد مقارنة بين كاميرات نيكون الاحترافية.,complex,compare_products,6,1,{},1,0
3556,ما هي تكلفة الشحن للملابس داخل المملكة؟,complex,ask_shipping,7,2,{},1,0
3557,هل ضمان أجهزة الألعاب يشمل الأعطال الكهربائية؟,complex,ask_warranty,7,1,{},1,0
3558,هل يمكن استرجاع منتج بعد انتهاء فترة الإرجاع بضعة أيام؟,complex,ask_return,10,2,{},1,0
3559,أين يمكنني العثور على شروط الاستخدام للمتجر؟,simple,others,7,2,{},1,0
3560,كم سعر حذاء نايكي الجوردان؟,simple,ask_price,5,1,{},1,0
3561,أبحث عن ثلاجة صغيرة للمكتب.,simple,search_product,5,1,{},1,0
3562,هل يتوفر هاتف ون بلس 11 بسعة تخزين 256 جيجابايت؟,complex,product_availability,10,1,{},1,0
3563,ما هي الفروقات بين تلفزيونات OLED و QLED من سامسونج؟,complex,compare_products,10,5,{},1,0
3564,كم سعر شحن الثلاجات الكبيرة؟,simple,ask_shipping,5,1,{},1,0
3565,هل مكيف فريش عليه ضمان؟,simple,ask_warranty,5,2,{},1,0
3566,هل يمكن إرجاع المنتجات التي تم فتحها ولكن لم تستخدم؟,complex,ask_return,10,4,{},1,0
3567,كيف يمكنني تغيير البريد الإلكتروني الخاص بحسابي؟,simple,others,7,1,{},1,0
3568,ما هي سعة بطارية هاتف آيفون 15 برو؟,simple,product_specifications,8,2,{},1,0
3569,هل يمكنني تتبع طلبي رقم 123456789؟,simple,ask_about_order,6,1,{},1,0
3570,بكام أجهزة التابلت من هواوي؟,simple,ask_price,5,1,{},1,0
3571,أبحث عن إكسسوارات لابتوب ديل.,simple,search_product,5,1,{},1,0
3572,هل توفرون غسالات ملابس بحمولة 10 كيلو؟,complex,search_product,7,1,{},1,0
3573,ما هي مدة الضمان على شاشات الألعاب؟,simple,ask_warranty,7,3,{},1,0
3574,ما هي أفضل سماعات بلوتوث من JBL؟,complex,search_product,7,3,{},1,0
3575,أرغب في مقارنة بين هواتف سامسونج فئة A وفئة S.,complex,compare_products,10,2,{},1,0
3576,كم مدة الشحن الدولي؟,simple,ask_shipping,4,1,{},1,0
3577,هل الضمان يشمل استبدال البطارية لساعة آبل ووتش؟,complex,ask_warranty,8,1,{},1,0
3578,هل يمكن استرجاع ألعاب الفيديو المفتوحة؟,complex,ask_return,6,1,{},1,0
3579,هل هناك خدمة عملاء عبر الهاتف؟,simple,others,6,2,{},1,0
3580,ما هي مواصفات تلفزيون سامسونج 75 بوصة؟,simple,product_specifications,7,2,{},1,0
3581,أريد الاستفسار عن طلبي الذي لم يصل بعد.,complex,ask_about_order,8,3,{},1,0
3582,كم سعر اللابتوب الألعاب من MSI؟,simple,ask_price,6,2,{},1,0
3583,أبحث عن قميص رجالي من نايكي باللون الأبيض.,complex,search_product,8,2,{},1,0
3584,هل يتوفر لديكم أجهزة منزلية ذكية؟,simple,search_product,6,1,{},1,0
3585,هل يتوفر هاتف سامسونج جالاكسي Z Fold5؟,simple,product_availability,7,1,{},1,0
3586,ممكن أقارن بين غسالة صحون بوش وغسالة صحون سامسونج؟,complex,compare_products,9,1,{'صحون': 2},1,1
3587,كم تكلفة الشحن للمناطق الجنوبية؟,simple,ask_shipping,5,1,{},1,0
3588,ما هي شروط تفعيل الضمان على المنتجات؟,complex,ask_warranty,7,3,{},1,0
3589,هل يمكن استرجاع المنتجات التي تم شراؤها من العروض الخاصة؟,complex,ask_return,10,3,{},1,0
3590,كيف أقدم شكوى؟,simple,others,3,1,{},1,0
3591,ما هي مواصفات لابتوب ديل XPS 17؟,simple,product_specifications,7,2,{},1,0
3592,أين طلبي الذي رقمه PO-2023-100؟,simple,ask_about_order,5,2,{},3,0
3593,كم سعر ساعة هواوي ووتش GT 3؟,simple,ask_price,7,1,{},1,0
3594,ابحث عن ألعاب بلايستيشن 4.,simple,search_product,5,1,{},1,0
3595,هل تتوفر سماعات رأس لاسلكية من بوز؟,simple,search_product,7,2,{},1,0
3596,هل يتوفر مكيف إل جي سبليت 1.5 حصان؟,complex,product_availability,8,1,{},2,0
3597,ممكن أقارن بين هواتف آيفون فئة Pro و Pro Max؟,complex,compare_products,10,2,{'Pro': 2},1,1
3598,هل الضمان يشمل عيوب سوء الاستخدام؟,simple,ask_warranty,6,1,{},1,0
3599,هل يمكن استرجاع تيشيرت بعد غسله؟,complex,ask_return,6,2,{},1,0
3600,ما هي مواصفات شاشة تلفزيون إل جي 8K؟,simple,product_specifications,8,2,{},1,0
3601,أريد معرفة حالة طلبي رقم 55667788.,simple,ask_about_order,6,0,{},1,0
3602,كم سعر حذاء أديداس سامبا؟,simple,ask_price,5,1,{},1,0
3603,هل لديكم قسم خاص بالإلكترونيات؟,simple,search_product,5,1,{},1,0
3604,أبحث عن غسالة أوتوماتيك من سامسونج بحمولة 7 كيلو.,complex,search_product,9,2,{},1,0
3605,هل توفرون خدمة التركيب لأجهزة التلفزيون؟,complex,others,6,1,{},1,0
3606,هل يوجد لاب توب ديل XPS 13 متوفر باللون الفضي؟,complex,product_availability,10,1,{},1,0
3607,ممكن أقارن بين سماعات سوني WH-1000XM5 وسماعات بوز QuietComfort Ultra؟,complex,compare_products,10,1,{},2,0
